date,item,pred
2022-06-13,Curry - Chicken,2.8252250011684055
2022-06-14,Curry - Chicken,2.8495969027154575
2022-06-15,Curry - Chicken,2.687950371167988
2022-06-16,Curry - Chicken,3.342967722264821
2022-06-17,Curry - Chicken,3.0277718768264643
2022-06-18,Curry - Chicken,3.647196578836623
2022-06-19,Curry - Chicken,2.981050079539616
2022-06-10,Chicken Tikka Biryani,1.4038741050747094
2022-06-11,Chicken Tikka Biryani,1.5204507424661002
2022-06-12,Chicken Tikka Biryani,1.332374442639678
2022-06-13,Chicken Tikka Biryani,1.2189158006316156
2022-06-14,Chicken Tikka Biryani,1.1893740684869125
2022-06-15,Chicken Tikka Biryani,1.3148976075786543
2022-06-16,Chicken Tikka Biryani,1.2803216029962312
2022-06-17,Chicken Tikka Biryani,1.3293724665052933
2022-06-18,Chicken Tikka Biryani,1.4619953496198415
2022-06-19,Chicken Tikka Biryani,1.2907465688523199
2022-06-10,Mixed Starter,1.1631112595210744
2022-06-11,Mixed Starter,1.0221479184576148
2022-06-12,Mixed Starter,0.8911986908294922
2022-06-13,Mixed Starter,0.7753645166223117
2022-06-14,Mixed Starter,0.7948163494344863
2022-06-15,Mixed Starter,0.8587564870107914
2022-06-16,Mixed Starter,0.8591117738062607
2022-06-17,Mixed Starter,1.2182550821498102
2022-06-18,Mixed Starter,1.086369154500197
2022-06-19,Mixed Starter,0.963059422549138
2022-06-10,Bhuna - Chicken Tikka,1.9217496346903449
2022-06-11,Bhuna - Chicken Tikka,2.447748256192525
2022-06-12,Bhuna - Chicken Tikka,1.9473003878284039
2022-06-13,Bhuna - Chicken Tikka,1.817702646914633
2022-06-14,Bhuna - Chicken Tikka,2.1873074162611337
2022-06-15,Bhuna - Chicken Tikka,1.7794615057734147
2022-06-16,Bhuna - Chicken Tikka,2.0526610246106
2022-06-17,Bhuna - Chicken Tikka,1.9253990339935156
2022-06-18,Bhuna - Chicken Tikka,2.4513976554943344
2022-06-19,Bhuna - Chicken Tikka,1.9509497871333341
2022-06-10,Madras - Lamb,2.8622264464856535
2022-06-11,Madras - Lamb,2.617198787770273
2022-06-12,Madras - Lamb,2.561422021987348
2022-06-13,Madras - Lamb,2.494000630719099
2022-06-14,Madras - Lamb,2.325156811982515
2022-06-15,Madras - Lamb,2.701233926497878
2022-06-16,Madras - Lamb,2.488809989153923
2022-06-17,Madras - Lamb,2.8691710436865225
2022-06-18,Madras - Lamb,2.6241433849717906
2022-06-19,Madras - Lamb,2.5683666191879286
2022-06-10,Masala Sauce,1.6544142553165917
2022-06-11,Masala Sauce,1.6237567169460765
2022-06-12,Masala Sauce,1.4767588673971992
2022-06-13,Masala Sauce,1.3966509317125757
2022-06-14,Masala Sauce,1.3659549967045512
2022-06-15,Masala Sauce,1.501231224259455
2022-06-16,Masala Sauce,1.3455704162302875
2022-06-17,Masala Sauce,1.6292179306841745
2022-06-18,Masala Sauce,1.5854168009417515
2022-06-19,Masala Sauce,1.4253954281526524
2022-06-10,Bottle Coke,1.2547039448608348
2022-06-11,Bottle Coke,1.4410763357988883
2022-06-12,Bottle Coke,1.0603752059987852
2022-06-13,Bottle Coke,1.051249680550411
2022-06-14,Bottle Coke,1.143414849744518
2022-06-15,Bottle Coke,1.0622309203187301
2022-06-16,Bottle Coke,1.0532742453411092
2022-06-17,Bottle Coke,1.2544989385314136
2022-06-18,Bottle Coke,1.4408713294690105
2022-06-19,Bottle Coke,1.0601701996699753
2022-06-10,Tandoori Mixed Grill,1.5697860492753206
2022-06-11,Tandoori Mixed Grill,1.6374240242485185
2022-06-12,Tandoori Mixed Grill,1.6816177385483622
2022-06-13,Tandoori Mixed Grill,1.3001405265456885
2022-06-14,Tandoori Mixed Grill,1.2815400746048535
2022-06-15,Tandoori Mixed Grill,1.423043793772259
2022-06-16,Tandoori Mixed Grill,1.2608103943244586
2022-06-17,Tandoori Mixed Grill,1.4773927952070949
2022-06-18,Tandoori Mixed Grill,1.5462056302765577
2022-06-19,Tandoori Mixed Grill,1.5928299952155482
2022-06-10,Korma Sauce,1.5202929335751318
2022-06-11,Korma Sauce,1.436932817120415
2022-06-12,Korma Sauce,1.5989404379279046
2022-06-13,Korma Sauce,1.4684779365942056
